tic,predicted_return,trade_date
FWLT,0.108934372,19991201
IKN,0.103532875,19991201
JEC,0.097846445,19991201
MZIAQ,0.093904933,19991201
NOC,0.106399862,19991201
PCP,0.100211428,19991201
PNR,0.080160332,19991201
R,0.084271888,19991201
RHI,0.115549818,19991201
RSG,0.092007079,19991201
SKLNQ,0.07476953,19991201
SNA,0.094642764,19991201
TEX,0.085291615,19991201
URI,0.091169203,19991201
AMZN,0.294615444,19991201
AN,0.163894253,19991201
ATGE,0.106418586,19991201
BBBY,0.141666927,19991201
BSET,0.087311678,19991201
CAL,0.154014947,19991201
DISH,0.330178611,19991201
FDO,0.085179218,19991201
FLTWQ,0.139287377,19991201
GOSHA,0.140890529,19991201
HRB,0.090887797,19991201
HTMXQ,0.123131326,19991201
JCP,0.099920274,19991201
KMX,0.080604147,19991201
LEN,0.07855197,19991201
ORLY,0.099039997,19991201
PBY,0.101637476,19991201
PCLN,0.256932653,19991201
PHM,0.078547866,19991201
RML.1,0.122624891,19991201
SRR,0.123241688,19991201
TEN,0.117079258,19991201
TJX,0.081125839,19991201
TWX,0.090838311,19991201
ACV.1,0.035791255,19991201
CCE,0.041060683,19991201
CHD,0.036654082,19991201
EL,0.038991146,19991201
GIS,0.05276151,19991201
GMCR,0.042278624,19991201
HSH,0.038449341,19991201
MNST,0.048513047,19991201
OAT.,0.037716962,19991201
RAI,0.041674403,19991201
UST.1,0.050661015,19991201
ABC,0.05593606,19991201
BCR,0.053499791,19991201
BDX,0.054549377,19991201
CMX.1,0.057585641,19991201
CVH,0.056134774,19991201
DNA,0.069346893,19991201
GILD,0.051932049,19991201
HUM,0.052976004,19991201
INCY,0.054229832,19991201
MCK,0.054339839,19991201
MIL.2,0.052201709,19991201
MKG,0.057790572,19991201
PKI,0.055635298,19991201
TMO,0.053570855,19991201
WYE,0.084489449,19991201
ACAS,0.064976169,19991201
AMG,0.048070511,19991201
BAC,0.047068785,19991201
BEN,0.049566358,19991201
C,0.047556669,19991201
CIT.1,0.050548823,19991201
GS,0.049578846,19991201
LEHMQ,0.050846326,19991201
MBI,0.054129352,19991201
MS,0.04794101,19991201
MTG,0.057817875,19991201
NAVI,0.053296804,19991201
ONE.1,0.048550478,19991201
PWJ.,0.04895272,19991201
RF,0.047937525,19991201
TROW,0.050013798,19991201
UPC.,0.047857902,19991201
ADBE,0.080402249,19991201
ADCT,0.166302213,19991201
AKAM,0.135906154,19991201
ANSS,0.091432222,19991201
CIEN,0.123800652,19991201
CTSH,0.086531119,19991201
IAC,0.09088915,19991201
LLTC,0.093290808,19991201
MU,0.108433568,19991201
NOVL,0.082090901,19991201
QLGC,0.090264755,19991201
RHT,0.129016628,19991201
SANM,0.079829061,19991201
SAPE,0.091597925,19991201
SEBL,0.083642119,19991201
SNPS,0.083199881,19991201
SWKS,0.108757094,19991201
TLAB,0.084962165,19991201
VIAV,0.11496595,19991201
VRTS.1,0.093400992,19991201
VTSS,0.097317691,19991201
NXTL,0.055228775,19991201
PCS.1,0.055228775,19991201
AEE,0.031544947,19991201
CNP,0.038357266,19991201
CVGYQ,0.0400123,19991201
DTE,0.03293762,19991201
DUK,0.031724916,19991201
ED,0.035878449,19991201
ETR,0.051674528,19991201
NMK,0.036952218,19991201
PNW,0.047882064,19991201
CCI,0.06196442,19991201
DDR,0.04030705,19991201
IRM,0.035369884,19991201
MAC,0.032985957,19991201
UDR,0.03671344,19991201
VTR,0.121939057,19991201
APA,0.121595939,20000301
EOG,0.0631583,20000301
HP,0.079472579,20000301
MDR,0.048221786,20000301
NC,0.057195168,20000301
NOV,0.051295644,20000301
PXD,0.05779811,20000301
SFS.1,0.084617341,20000301
SUN.1,0.063299282,20000301
TX.2,0.055780127,20000301
AKS,0.067097164,20000301
ARG,0.039435011,20000301
BLL,0.055985082,20000301
BMS,0.049598789,20000301
ECO.2,0.040940564,20000301
LPX,0.051141677,20000301
MEA.1,0.04815595,20000301
PPG,0.040011797,20000301
PX,0.035426394,20000301
SHW,0.048510137,20000301
X,0.04978149,20000301
AOS,0.088455171,20000301
AW,0.100007644,20000301
CBE,0.079762178,20000301
CMI,0.090586739,20000301
CNW,0.109729625,20000301
EME,0.111394005,20000301
FLR,0.083279965,20000301
FWLT,0.105175139,20000301
IKN,0.171466552,20000301
JBHT,0.100658689,20000301
NAV,0.117717829,20000301
NSI.1,0.084880968,20000301
PH,0.09265692,20000301
RRD,0.088117923,20000301
RSG,0.091285601,20000301
UNP,0.083094706,20000301
URI,0.096876177,20000301
YRCW,0.099358756,20000301
AMZN,0.124601761,20000301
AN,0.07330655,20000301
ANF,0.039066304,20000301
ATGE,0.039066304,20000301
BBY,0.039066304,20000301
BSET,0.039066304,20000301
BWA,0.039066304,20000301
CAL,0.076663667,20000301
CBS,0.039066304,20000301
CMCSA,0.039066304,20000301
CTB,0.039066304,20000301
CTX.2,0.049439284,20000301
DIS,0.039066304,20000301
DJ,0.039066304,20000301
DLTR,0.039066304,20000301
DRI,0.039066304,20000301
F,0.039066304,20000301
FBNIQ,0.039066304,20000301
FLTWQ,0.080421229,20000301
GHC,0.039066304,20000301
GPS,0.076638398,20000301
GT,0.039066304,20000301
HAS,0.039066304,20000301
HD,0.039066304,20000301
HDLM,0.039066304,20000301
HOG,0.039066304,20000301
HOT,0.039066304,20000301
HTMXQ,0.076663667,20000301
IPG,0.039066304,20000301
JCP,0.076663667,20000301
KBH,0.065310093,20000301
KMX,0.152885874,20000301
KRI,0.039066304,20000301
LEG,0.039066304,20000301
LUB,0.039066304,20000301
MAR,0.039066304,20000301
MAT,0.039066304,20000301
MCD,0.039066304,20000301
MDP,0.039066304,20000301
MGM,0.039066304,20000301
MHK,0.039066304,20000301
MYG.1,0.039066304,20000301
NWL,0.039066304,20000301
NYT,0.039066304,20000301
ODP,0.039066304,20000301
OMC,0.039066304,20000301
OMX,0.046825179,20000301
PBY,0.076663667,20000301
PCLN,0.124601761,20000301
PDQ.2,0.039066304,20000301
PETM,0.065310093,20000301
PHM,0.071533468,20000301
PVH,0.076663667,20000301
RBK,0.054929967,20000301
RYAN,0.039066304,20000301
S.1,0.058327046,20000301
SBUX,0.039066304,20000301
SKY,0.039066304,20000301
SPLS,0.039066304,20000301
SSP,0.039066304,20000301
TEN,0.051313809,20000301
TGNA,0.039066304,20000301
TGT,0.039066304,20000301
TMC,0.076478021,20000301
TRW.1,0.039066304,20000301
TSCO,0.043067617,20000301
TWX,0.08039596,20000301
TWX.1,0.039066304,20000301
URBN,0.039066304,20000301
WEN.2,0.039066304,20000301
WHR,0.039066304,20000301
YNR.1,0.039066304,20000301
AVP,0.074257197,20000301
BF.B,0.039791963,20000301
EL,0.043003509,20000301
FJ,0.04698777,20000301
GMCR,0.056480541,20000301
HRL,0.041200123,20000301
HSH,0.042789241,20000301
MKC,0.047009282,20000301
MNST,0.039523845,20000301
RAI,0.043391058,20000301
UST.1,0.040402908,20000301
ABC,0.05387975,20000301
BEV,0.055130145,20000301
CAH,0.055400097,20000301
CMX.1,0.079730969,20000301
CVH,0.061468133,20000301
ESRX,0.061413695,20000301
FSH.2,0.050937049,20000301
HCR,0.077561792,20000301
HOLX,0.05170458,20000301
HUM,0.110340874,20000301
KG,0.06274742,20000301
LLY,0.058892159,20000301
MCK,0.066285775,20000301
MKG,0.055941312,20000301
PFE,0.050796525,20000301
WAT,0.050796525,20000301
ACAS,0.053214639,20000301
BBT,0.064925869,20000301
C,0.051421495,20000301
FBF,0.069476585,20000301
FITB,0.051382007,20000301
FMCC,0.060538892,20000301
FNMA,0.058040909,20000301
GS,0.055326448,20000301
HCBK,0.067987101,20000301
LEHMQ,0.051468804,20000301
MI.1,0.064480437,20000301
MTG,0.054205039,20000301
NAVI,0.064959341,20000301
NTRS,0.050596561,20000301
PBCT,0.066695002,20000301
PNC,0.06396827,20000301
SCHW,0.06593221,20000301
TROW,0.051918211,20000301
USB.1,0.066595822,20000301
AABA,0.167867813,20000301
ADI,0.161883519,20000301
AMCC,0.163620051,20000301
BRCM,0.161883519,20000301
BVSN,0.168572412,20000301
CMVT,0.157635756,20000301
CTXS,0.157635756,20000301
EMC,0.157635756,20000301
FFIV,0.17851658,20000301
JNPR,0.172820174,20000301
LLTC,0.183915191,20000301
MERQ,0.167867813,20000301
MSFT,0.161883519,20000301
MXIM,0.161883519,20000301
NTAP,0.167867813,20000301
PMCS,0.161883519,20000301
QCOM,0.157635756,20000301
QLGC,0.161883519,20000301
QRVO,0.157635756,20000301
RHT,0.210763799,20000301
SEBL,0.163620051,20000301
VIAV,0.216748093,20000301
VRTS.1,0.212500331,20000301
VTSS,0.183915191,20000301
XLNX,0.161883519,20000301
CTL,0.057907091,20000301
PCS.1,0.05621556,20000301
T.2,0.087529981,20000301
ED,0.032489936,20000301
ETR,0.030408214,20000301
NMK,0.031923663,20000301
PGL.1,0.030861812,20000301
STR,0.026287764,20000301
UCM.2,0.032418932,20000301
WEC,0.026639547,20000301
XEL,0.028560511,20000301
CCI,0.077666469,20000301
HCN,0.031497275,20000301
MAC,0.031497275,20000301
PCH,0.071430381,20000301
SBAC,0.062343965,20000301
APA,0.064778928,20000601
DVN,0.059360425,20000601
EQT,0.056136231,20000601
HP,0.069834201,20000601
MDR,0.061519406,20000601
NBR,0.082603886,20000601
NC,0.084778923,20000601
PXD,0.056740437,20000601
TOS.1,0.0565923,20000601
VLO,0.058249483,20000601
AKS,0.062907743,20000601
AL.1,0.042676689,20000601
GP.1,0.068667677,20000601
HPC,0.066708571,20000601
IP,0.052332638,20000601
LPX,0.076703515,20000601
OI,0.045286589,20000601
PX,0.046757943,20000601
SEE,0.054720855,20000601
X,0.051062272,20000601
BCO,0.077557837,20000601
CAT,0.07095802,20000601
CBE,0.08370399,20000601
CMI,0.077324414,20000601
CNW,0.091035236,20000601
EME,0.145214125,20000601
FWLT,0.091207085,20000601
GWOW,0.115862402,20000601
IKN,0.089900335,20000601
MWI,0.106491656,20000601
MZIAQ,0.070592779,20000601
R,0.084176033,20000601
RSG,0.089898607,20000601
SNA,0.090871558,20000601
SWK,0.079239662,20000601
TEX,0.092628723,20000601
UNP,0.088866192,20000601
YRCW,0.079567428,20000601
AMZN,1.200795932,20000601
ANF,0.092533471,20000601
ATGE,0.056030293,20000601
BBBY,0.055708961,20000601
BBY,0.080365013,20000601
CCTYQ,0.059064245,20000601
DJ,0.070500905,20000601
FDO,0.057953507,20000601
GOSHA,0.061698964,20000601
GPS,0.079822854,20000601
HD,0.054271097,20000601
HDLM,0.052099583,20000601
HRB,0.059806452,20000601
LB,0.056565203,20000601
OMC,0.05915321,20000601
PCLN,0.060389615,20000601
ROST,0.051855592,20000601
SKY,0.051819012,20000601
SPLS,0.052028848,20000601
TGNA,0.06984434,20000601
TJX,0.063290255,20000601
TWX.1,0.051802543,20000601
YNR.1,0.072440872,20000601
YUM,0.054228924,20000601
ACV.1,0.038140287,20000601
AVP,0.043830606,20000601
CHD,0.035155824,20000601
EL,0.039789677,20000601
GMCR,0.039157088,20000601
HRL,0.035169591,20000601
LDG,0.034492937,20000601
MNST,0.040366792,20000601
UST.1,0.048168227,20000601
WBA,0.037478213,20000601
WFM,0.033997908,20000601
ABT,0.043956996,20000601
AGN,0.043956996,20000601
BCR,0.043956996,20000601
BEV,0.04766807,20000601
BGEN,0.043956996,20000601
BMY,0.052741678,20000601
BSX,0.043956996,20000601
CMX.1,0.122922639,20000601
CVH,0.043956996,20000601
DVA,0.063742724,20000601
EW,0.043956996,20000601
HLS,0.046720046,20000601
HMA,0.043956996,20000601
HOLX,0.043956996,20000601
HSIC,0.043956996,20000601
HUM,0.063742724,20000601
IMNX,0.047528306,20000601
LIFE.3,0.049093887,20000601
LLY,0.048079823,20000601
MCK,0.055981836,20000601
MKG,0.043956996,20000601
PFE,0.044980791,20000601
PRGO,0.043956996,20000601
REGN,0.058685485,20000601
RMD,0.043956996,20000601
SYK,0.0627947,20000601
UHS,0.043956996,20000601
UNH,0.043956996,20000601
WLP.1,0.043956996,20000601
WYE,0.052741678,20000601
XRAY,0.043956996,20000601
ACAS,0.05552342,20000601
AFS,0.05052535,20000601
AMG,0.048550257,20000601
BSC.1,0.048934096,20000601
CFC.3,0.049339096,20000601
CIT.1,0.051655319,20000601
EOP,0.050853526,20000601
FMCC,0.054792093,20000601
FNMA,0.055588942,20000601
GS,0.047989559,20000601
HCBK,0.048651856,20000601
KRB,0.047811659,20000601
LEHMQ,0.049743207,20000601
LUK,0.048281475,20000601
MBI,0.054454209,20000601
MTG,0.051256495,20000601
NFB,0.050455643,20000601
ZION,0.050928147,20000601
AKAM,0.260202155,20000601
BRCM,0.218802437,20000601
BVSN,0.143665395,20000601
CIEN,0.156442363,20000601
COMS,0.15388098,20000601
FFIV,0.134172449,20000601
JNPR,0.194198316,20000601
MSFT,0.118013102,20000601
NTAP,0.158087996,20000601
PMCS,0.151697983,20000601
QLGC,0.109070616,20000601
QRVO,0.178260214,20000601
RHT,0.279795463,20000601
SAPE,0.134504438,20000601
SEBL,0.142300586,20000601
SLR,0.195226022,20000601
SWKS,0.135522366,20000601
TEK.1,0.1485947,20000601
VIAV,0.216559705,20000601
VRSN,0.255599513,20000601
VRTS.1,0.21294102,20000601
VTSS,0.210339173,20000601
BLS,0.049596066,20000601
T.2,0.057886233,20000601
CMS,0.03186839,20000601
CVGYQ,0.035042581,20000601
ED,0.026729824,20000601
ETR,0.039976846,20000601
LNT,0.02646156,20000601
NMK,0.034471147,20000601
UCM.2,0.026595007,20000601
XEL,0.025052395,20000601
AMT,0.101230338,20000601
CCI,0.107154167,20000601
DDR,0.054961251,20000601
IRM,0.07126294,20000601
PCH,0.081464681,20000601
SBAC,0.092183294,20000601
WY,0.048390583,20000601
ANDV,0.094126963,20000901
CHK,0.09474923,20000901
CVX,0.065679129,20000901
DVN,0.055328018,20000901
EOG,0.07874039,20000901
MDR,0.067442437,20000901
NC,0.088655124,20000901
OKE,0.087043095,20000901
SWN,0.19091868,20000901
VLO,0.062584217,20000901
AKS,0.067495047,20000901
ALB,0.061096111,20000901
ARG,0.078132509,20000901
GP.1,0.096136726,20000901
LPX,0.090236557,20000901
NEU,0.065750314,20000901
SEE,0.060810011,20000901
SHW,0.061590468,20000901
WLL.1,0.070149684,20000901
X,0.073995215,20000901
AME,0.050348693,20000901
AW,0.074736306,20000901
BGG,0.051766746,20000901
CR,0.054041668,20000901
DLX,0.074775207,20000901
EFX,0.071467677,20000901
IKN,0.048933687,20000901
JH,0.061409496,20000901
MTW,0.061925844,20000901
NL,0.063941893,20000901
NOC,0.079663378,20000901
RSG,0.056761785,20000901
SNA,0.052725075,20000901
SRCL,0.057435343,20000901
SWK,0.051399131,20000901
UNP,0.048118786,20000901
URI,0.054254971,20000901
USG,0.064722981,20000901
ANF,0.051416252,20000901
ATGE,0.049006047,20000901
BBY,0.058925969,20000901
CCTYQ,0.047772378,20000901
DJ,0.065564266,20000901
DRI,0.048856228,20000901
DTV.2,0.048096425,20000901
FDO,0.050190833,20000901
GPS,0.050562568,20000901
HD,0.045134105,20000901
HDLM,0.052238018,20000901
HOG,0.046578791,20000901
IGT.1,0.056668603,20000901
LB,0.04391545,20000901
LUB,0.045482945,20000901
NYT,0.045595328,20000901
ODP,0.046478368,20000901
OMC,0.05024975,20000901
PCLN,0.05357403,20000901
ROST,0.046688339,20000901
SKY,0.047079528,20000901
TJX,0.051859109,20000901
URBN,0.043745478,20000901
WEN.2,0.044603011,20000901
ACV.1,0.035531565,20000901
AVP,0.061204641,20000901
CCE,0.040240207,20000901
EL,0.035109186,20000901
GMCR,0.039402697,20000901
HSH,0.04140482,20000901
K,0.035972477,20000901
MNST,0.055521658,20000901
OAT.,0.038979336,20000901
PBG,0.034679522,20000901
UST.1,0.054426436,20000901
ABC,0.051687288,20000901
BCR,0.050876591,20000901
CMX.1,0.072913677,20000901
CVH,0.053765992,20000901
DVA,0.05165238,20000901
ENDP,0.054421009,20000901
ESRX,0.064343514,20000901
EW,0.110980388,20000901
FSH.2,0.055506792,20000901
HCR,0.048145957,20000901
HOLX,0.053698832,20000901
HUM,0.054358463,20000901
INCY,0.05320559,20000901
MTD,0.050561802,20000901
SYK,0.053510056,20000901
WYE,0.054929919,20000901
ACAS,0.052762287,20000901
BBT,0.045067892,20000901
BSC.1,0.05245026,20000901
FMCC,0.055463238,20000901
FNMA,0.050468921,20000901
HCBK,0.044698355,20000901
HIG,0.046284728,20000901
JHF,0.04505929,20000901
JPM.Z,0.044954527,20000901
LEHMQ,0.046140806,20000901
LNC,0.046587149,20000901
MET,0.047245139,20000901
MTG,0.048343622,20000901
NAVI,0.056557885,20000901
OK.2,0.048834287,20000901
RF,0.044563487,20000901
SOTR,0.047407257,20000901
WB.1,0.044190855,20000901
WB.3,0.048345281,20000901
AABA,0.111188377,20000901
ADI,0.111188377,20000901
AKAM,0.23614524,20000901
AMCC,0.15637836,20000901
BRCM,0.146354175,20000901
BVSN,0.18395369,20000901
CIEN,0.111188377,20000901
COMS,0.130773798,20000901
EA,0.128226576,20000901
EBAY,0.130200444,20000901
EMC,0.111188377,20000901
JNPR,0.153669882,20000901
LLTC,0.172681949,20000901
NTAP,0.111188377,20000901
NVLS.1,0.125356357,20000901
ORCL,0.11250981,20000901
PALM,0.111188377,20000901
PMCS,0.117863645,20000901
QCOM,0.130200444,20000901
QLGC,0.157107124,20000901
RHT,0.194706639,20000901
SEBL,0.111188377,20000901
SWKS,0.148094004,20000901
TLAB,0.121766231,20000901
VIAV,0.18395369,20000901
VRSN,0.16594276,20000901
VRTS.1,0.15281452,20000901
VTSS,0.14760633,20000901
XLNX,0.111188377,20000901
AWE.2,0.16749045,20000901
NXTL,0.132786893,20000901
T.2,0.132494122,20000901
AEP,0.040730731,20000901
CMS,0.041186073,20000901
ED,0.042723196,20000901
ENRNQ,0.031661982,20000901
ETR,0.031001803,20000901
GAS.2,0.051635596,20000901
NI,0.04247628,20000901
PGL.1,0.038076095,20000901
AIV,0.044052377,20000901
AMT,0.041477413,20000901
CCI,0.058561505,20000901
EQIX,1.851176942,20000901
IRM,0.052302708,20000901
PCH,0.051168442,20000901
VTR,0.08212583,20000901
APC,0.064871437,20001201
DNR,0.039549946,20001201
DVN,0.039463344,20001201
EOG,0.029755196,20001201
HP,0.046729285,20001201
MRO,0.033365843,20001201
NFX,0.069554681,20001201
OKE,0.040388901,20001201
SII,0.030070317,20001201
SUN.1,0.038733165,20001201
ARG,0.03023492,20001201
ECL,0.029583361,20001201
ECO.2,0.033261533,20001201
FMC,0.023557202,20001201
HPC,0.028710701,20001201
IFF,0.027012784,20001201
NEU,0.024473733,20001201
PPG,0.025366235,20001201
ROH,0.024142808,20001201
SHW,0.035148909,20001201
AME,0.042598285,20001201
APCC.,0.05426162,20001201
AW,0.064068849,20001201
CAR,0.063802647,20001201
DLX,0.072171019,20001201
IR,0.04030188,20001201
JH,0.040323808,20001201
MTW,0.044200075,20001201
NL,0.05329988,20001201
PBI,0.045244172,20001201
PLL,0.044381237,20001201
PWR,0.043718426,20001201
ROK,0.042109516,20001201
RRD,0.04348147,20001201
RSG,0.046771976,20001201
SWK,0.043999885,20001201
URI,0.054351231,20001201
USG,0.050120061,20001201
AN,0.041101214,20001201
ANF,0.04078246,20001201
ATGE,0.049173336,20001201
BBY,0.047287641,20001201
CMCSA,0.04362083,20001201
DRI,0.04948327,20001201
GOSHA,0.063967491,20001201
HD,0.048399222,20001201
HOG,0.045565624,20001201
HRB,0.049049284,20001201
IGT.1,0.056520502,20001201
IPG,0.042675537,20001201
KMX,0.045755145,20001201
LUB,0.046963572,20001201
MAR,0.047198443,20001201
NYT,0.042313397,20001201
ODP,0.040798097,20001201
OMX,0.043258808,20001201
RYAN,0.045010043,20001201
SKY,0.050942403,20001201
TGT,0.040463235,20001201
TJX,0.047880739,20001201
WEN.2,0.045680933,20001201
ABS.1,0.08355086,20001201
BEAM,0.060423946,20001201
CCE,0.055428436,20001201
COST,0.084807548,20001201
DF,0.059911723,20001201
EL,0.05447951,20001201
KR,0.075763806,20001201
MNST,0.070020319,20001201
RAI,0.049177065,20001201
WBA,0.048664981,20001201
WMT,0.059800221,20001201
BCR,0.049182094,20001201
BDX,0.052521068,20001201
BSX,0.05226061,20001201
CMX.1,0.060146087,20001201
DNA,0.051454065,20001201
ENDP,0.113767004,20001201
EW,0.049106284,20001201
FSH.2,0.054023502,20001201
HOLX,0.071822495,20001201
HUM,0.048101143,20001201
ISRG,0.051037979,20001201
LIFE.3,0.084654031,20001201
MIL.2,0.046738189,20001201
MTD,0.047222534,20001201
PKI,0.053833213,20001201
SYK,0.052525999,20001201
ACAS,0.043473039,20001201
AGC.1,0.04351261,20001201
BAC,0.042881481,20001201
BSC.1,0.055461211,20001201
CBH.1,0.044072948,20001201
FMCC,0.054065146,20001201
FNMA,0.049487917,20001201
GS,0.046242421,20001201
HCBK,0.042943715,20001201
HIG,0.046139151,20001201
JNS,0.046529512,20001201
LEHMQ,0.048981964,20001201
LNC,0.046632691,20001201
MCO,0.067061738,20001201
MS,0.046353815,20001201
MTB,0.043514269,20001201
MTG,0.048605091,20001201
NAVI,0.05407381,20001201
AABA,0.225181662,20001201
AKAM,0.352786701,20001201
BRCM,0.31723668,20001201
BVSN,0.229128531,20001201
CIEN,0.178369222,20001201
CMVT,0.201760856,20001201
CSCO,0.246510112,20001201
EBAY,0.203108052,20001201
EMC,0.226043601,20001201
INTU,0.182211619,20001201
JNPR,0.241428904,20001201
MERQ,0.258350966,20001201
NTAP,0.257246201,20001201
PALM,0.248753653,20001201
PMCS,0.257936628,20001201
QCOM,0.246090661,20001201
QLGC,0.277139205,20001201
SEBL,0.248316182,20001201
VIAV,0.327025605,20001201
VRSN,0.399360374,20001201
VRTS.1,0.321915403,20001201
VTSS,0.239212293,20001201
FTR,0.077766263,20001201
NXTL,0.118399608,20001201
PCS.1,0.095319456,20001201
AEP,0.033375873,20001201
CNP,0.02924732,20001201
DTE,0.022422597,20001201
ED,0.025572516,20001201
ENRNQ,0.013827583,20001201
FE,0.019195749,20001201
PNW,0.01246636,20001201
WEC,0.019610692,20001201
AMT,0.102152889,20001201
CCI,0.089020062,20001201
EQIX,0.160976528,20001201
IRM,0.061015024,20001201
PCH,0.122171574,20001201
REG,0.038998107,20001201
WY,0.050214703,20001201
BR.2,0.030140869,20010301
DNR,0.029056871,20010301
EOG,0.036035919,20010301
EQT,0.037158693,20010301
MDR,0.032733814,20010301
MRO,0.053153974,20010301
OKE,0.029721262,20010301
SII,0.025945221,20010301
SWN,0.027631678,20010301
WMB,0.025703536,20010301
ALB,0.065477354,20010301
ARG,0.052357373,20010301
CCK,0.07591184,20010301
FCX,0.110080753,20010301
IP,0.05004154,20010301
MEA.1,0.047709817,20010301
NEU,0.077496628,20010301
NUE,0.045009332,20010301
PD,0.058720361,20010301
SEE,0.072380682,20010301
WRK,0.109690206,20010301
AME,0.026313956,20010301
APCC.,0.026313956,20010301
AW,0.034724996,20010301
BGG,0.026313956,20010301
CBE,0.026313956,20010301
CMI,0.065877283,20010301
CNW,0.026313956,20010301
CR,0.026313956,20010301
DLX,0.026313956,20010301
DOV,0.026313956,20010301
FDX,0.026313956,20010301
FWLT,0.026313956,20010301
GD,0.026313956,20010301
GR,0.026313956,20010301
IKN,0.0424473,20010301
ITT,0.026313956,20010301
LUV,0.026313956,20010301
MTW,0.026313956,20010301
MWI,0.028321271,20010301
MZIAQ,0.026313956,20010301
PBI,0.026313956,20010301
RSG,0.026313956,20010301
SWK,0.026313956,20010301
USG,0.060129683,20010301
ANF,0.048402912,20010301
ATGE,0.037929328,20010301
BBY,0.038938246,20010301
CMCSA,0.042439579,20010301
DLTR,0.048162669,20010301
DRI,0.037775142,20010301
DTV.2,0.0659094,20010301
FDO,0.037022113,20010301
GOSHA,0.051907797,20010301
HD,0.039336971,20010301
HDLM,0.038139981,20010301
HOG,0.034924407,20010301
HRB,0.094250082,20010301
IGT.1,0.034859164,20010301
IPG,0.048213961,20010301
LUB,0.038976179,20010301
MAT,0.034864038,20010301
NYT,0.041169336,20010301
OMC,0.048891592,20010301
SBUX,0.035066222,20010301
SKY,0.041310494,20010301
SRR,0.034973196,20010301
TJX,0.042395596,20010301
TRW.1,0.060613749,20010301
AVP,0.12360436,20010301
BEAM,0.033774088,20010301
CCE,0.034859796,20010301
DF,0.026482114,20010301
EL,0.037744725,20010301
GMCR,0.062842087,20010301
HRL,0.031617965,20010301
HSH,0.028627684,20010301
MKC,0.028735282,20010301
PBG,0.028935163,20010301
WFM,0.030392276,20010301
AET,0.066883209,20010301
ALGN,0.199548406,20010301
ALXN,0.109624047,20010301
BEV,0.064737921,20010301
CEPH,0.101541856,20010301
CHIR,0.066740254,20010301
CMX.1,0.071742915,20010301
CVH,0.060874953,20010301
DNA,0.071492589,20010301
GILD,0.078829439,20010301
HOLX,0.063512758,20010301
HUM,0.061344197,20010301
INCY,0.062130842,20010301
ISRG,0.070374882,20010301
VRTX,0.062687177,20010301
WYE,0.117901837,20010301
ACAS,0.041467512,20010301
BSC.1,0.050411177,20010301
FMCC,0.043602941,20010301
FNMA,0.040950856,20010301
GS,0.041372651,20010301
HIG,0.040573492,20010301
JNS,0.044309111,20010301
LEHMQ,0.044950157,20010301
LNC,0.040107555,20010301
MCO,0.067491856,20010301
MI.1,0.052174763,20010301
MS,0.041679343,20010301
MTG,0.045689095,20010301
NAVI,0.039515992,20010301
PBCT,0.051098988,20010301
PNC,0.056244411,20010301
UPC.,0.055277363,20010301
USB,0.055865932,20010301
AABA,0.129701896,20010301
AKAM,0.5329553,20010301
AMCC,0.246621712,20010301
BRCM,0.186945172,20010301
EA,0.158123124,20010301
EBAY,0.139627776,20010301
INTU,0.128421917,20010301
JNPR,0.168034411,20010301
LLTC,0.131204032,20010301
MERQ,0.125614712,20010301
MFE,0.157440622,20010301
NVDA,0.153065957,20010301
QCOM,0.143013547,20010301
QLGC,0.174880357,20010301
QRVO,0.154174317,20010301
RHT,0.198714772,20010301
SAPE,0.125319648,20010301
SWKS,0.13774598,20010301
VIAV,0.145049485,20010301
VRSN,0.445179518,20010301
VRTS.1,0.134972421,20010301
VTSS,0.225237231,20010301
CTL,0.065697071,20010301
NXTL,0.139159058,20010301
PCS.1,0.126328263,20010301
DTE,0.011609111,20010301
ED,0.011872333,20010301
ES,0.016568782,20010301
ETR,0.01697952,20010301
NI,0.009575047,20010301
NMK,0.00980494,20010301
SCG,0.027245761,20010301
AMT,0.242434134,20010301
CCI,0.204450457,20010301
EQIX,0.224399192,20010301
IRM,0.07914459,20010301
PCH,0.1918825,20010301
SBAC,0.109760288,20010301
APA,0.032788994,20010601
BJS.1,0.037562715,20010601
BR.2,0.035504263,20010601
COG,0.041761025,20010601
CVX,0.065142183,20010601
DNR,0.070584104,20010601
EOG,0.044384556,20010601
HP,0.045490863,20010601
MDR,0.03783374,20010601
AKS,0.015970624,20010601
AL.1,0.015970624,20010601
ALB,0.015970624,20010601
APD,0.015970624,20010601
ARG,0.015970624,20010601
BLL,0.015970624,20010601
BMS,0.015970624,20010601
CCK,0.01910956,20010601
CEM.2,0.015970624,20010601
EMN,0.015970624,20010601
GP.1,0.015970624,20010601
INCLF,0.015970624,20010601
IP,0.015970624,20010601
MWV,0.015970624,20010601
NEU,0.031095337,20010601
NUE,0.015970624,20010601
OI,0.031095337,20010601
PD,0.015970624,20010601
PKG,0.015970624,20010601
PPG,0.015970624,20010601
PTV,0.015970624,20010601
PX,0.015970624,20010601
SEE,0.015970624,20010601
WLL.1,0.015970624,20010601
WRK,0.015970624,20010601
AME,0.03599689,20010601
AW,0.0430329,20010601
BGG,0.038394986,20010601
CHRW,0.028231271,20010601
CR,0.028412254,20010601
DLX,0.065183782,20010601
DNB,0.037024551,20010601
GD,0.029482093,20010601
