tic,predicted_return,trade_date
IRM,0.071414488,20061201
MAC,0.062178567,20061201
SBAC,0.112571967,20061201
APA,0.055039753,20070301
APC,0.074440014,20070301
CHK,0.061137371,20070301
DVN,0.053933559,20070301
HES,0.047139278,20070301
HP,0.046653267,20070301
MUR,0.04679328,20070301
NFX,0.059497154,20070301
SII,0.044014858,20070301
XEC,0.06654565,20070301
ARG,0.049694941,20070301
CF,0.070390861,20070301
CLF,0.060610661,20070301
FCX,0.050782916,20070301
GRA,0.061238353,20070301
LPX,0.029145425,20070301
NUE,0.036246414,20070301
PX,0.031775973,20070301
SIAL,0.035921531,20070301
BCO,0.052359157,20070301
DLX,0.040957194,20070301
EFX,0.043547951,20070301
EME,0.039773015,20070301
FDX,0.040586655,20070301
FWLT,0.038549676,20070301
GE,0.059922904,20070301
IKN,0.036721709,20070301
JBHT,0.046368858,20070301
JEC,0.039788964,20070301
NSC,0.045712838,20070301
OC,0.211078042,20070301
PCAR,0.043949306,20070301
RHI,0.044703255,20070301
UNP,0.040727463,20070301
UPS,0.038263608,20070301
URI,0.04898056,20070301
YRCW,0.042582688,20070301
CMCSA,0.026900838,20070301
DISH,0.033091389,20070301
DJ,0.033763779,20070301
DTV.2,0.02760187,20070301
F,0.058671876,20070301
GRMN,0.028035201,20070301
GT,0.034722454,20070301
HAS,0.026969473,20070301
IGT.1,0.02679585,20070301
JNY,0.027352076,20070301
KBH,0.026612578,20070301
MAT,0.028205396,20070301
MCD,0.028701418,20070301
MGM,0.028459943,20070301
PCLN,0.028722754,20070301
PHM,0.028727156,20070301
RCL,0.026671395,20070301
RSHCQ,0.026849821,20070301
SCI,0.033040982,20070301
TUP,0.027595092,20070301
TWX,0.026744357,20070301
VIAB,0.027338653,20070301
WYNN,0.030955374,20070301
YUM,0.027805935,20070301
BEAM,0.046671551,20070301
CCE,0.042683468,20070301
CVS,0.047442847,20070301
EL,0.057575977,20070301
MKC,0.043113047,20070301
PBG,0.043625182,20070301
PEP,0.065679638,20070301
STZ,0.069035901,20070301
SYY,0.066788689,20070301
WFM,0.07452995,20070301
AET,0.089716878,20070301
ALGN,0.236070065,20070301
BSX,0.098225008,20070301
CAH,0.088476226,20070301
COO,0.083424535,20070301
DVA,0.086023751,20070301
ESRX,0.073198397,20070301
GILD,0.116659986,20070301
HLS,0.097314029,20070301
HUM,0.072217202,20070301
MHS,0.072067519,20070301
PFE,0.107929788,20070301
REGN,0.091779635,20070301
THC,0.07339367,20070301
TMO,0.099710424,20070301
VRTX,0.075671301,20070301
BSC.1,0.040501263,20070301
CBH.1,0.039037901,20070301
ETFC,0.037710461,20070301
FII,0.037731213,20070301
GS,0.037964807,20070301
HIG,0.039860677,20070301
ICE,0.046091714,20070301
LEHMQ,0.040078053,20070301
LNC,0.038275957,20070301
MCO,0.042117816,20070301
MI.1,0.038705968,20070301
MS,0.044839829,20070301
PFG,0.040016091,20070301
PNC,0.040644859,20070301
PRU,0.041595553,20070301
STT,0.044431044,20070301
TROW,0.038447664,20070301
USB,0.043678998,20070301
AABA,0.03640333,20070301
AAPL,0.036775247,20070301
ADBE,0.040169488,20070301
ADP,0.037452411,20070301
AKAM,0.036580199,20070301
ANSS,0.038846725,20070301
BVSN,0.048896137,20070301
CTSH,0.036567089,20070301
EBAY,0.040771813,20070301
FFIV,0.035711686,20070301
GOOGL,0.045201711,20070301
GPN,0.036952383,20070301
IAC,0.074842431,20070301
IT,0.041587672,20070301
LLTC,0.040458012,20070301
MWW,0.036859377,20070301
ORCL,0.044207864,20070301
PAYX,0.048532691,20070301
SUNEQ,0.043753291,20070301
EQ,0.04248531,20070301
Q.2,0.014320693,20070301
CMS,0.044878127,20070301
DUK,0.025818839,20070301
EIX,0.020286557,20070301
ES,0.03752159,20070301
ETR,0.031861153,20070301
SCG,0.019486096,20070301
TE,0.017861064,20070301
CBG,0.064035569,20070301
CCI,0.074039451,20070301
DDR,0.06468758,20070301
EQIX,0.069887863,20070301
GGP,0.141426776,20070301
MAA,0.07012118,20070301
SBAC,0.119484438,20070301
APA,0.060846026,20070601
COG,0.06617425,20070601
COP,0.046233975,20070601
DVN,0.045885431,20070601
HES,0.04633951,20070601
NC,0.049018634,20070601
NFX,0.063240812,20070601
SXCL,0.045411737,20070601
WLB,0.052944532,20070601
XEC,0.069082629,20070601
AA.3,0.034047603,20070601
AKS,0.053140814,20070601
ATI,0.033602955,20070601
BMS,0.031977057,20070601
FCX,0.035518863,20070601
GRA,0.059580791,20070601
HPC,0.036680333,20070601
MON,0.044827217,20070601
MWV,0.032296037,20070601
BCO,0.040785415,20070601
CMI,0.039240938,20070601
DAL,0.038186671,20070601
EFX,0.033466964,20070601
EME,0.038823419,20070601
FDX,0.037837497,20070601
FLR,0.035599626,20070601
FWLT,0.032873234,20070601
GWW,0.034852038,20070601
IKN,0.035050668,20070601
JEC,0.040497133,20070601
LI.3,0.032077251,20070601
LMT,0.033714165,20070601
NOC,0.040950327,20070601
PH,0.032682888,20070601
RHI,0.047042759,20070601
ROK,0.045948204,20070601
UPS,0.035193873,20070601
YRCW,0.030765397,20070601
AM.1,0.023370897,20070601
CCL,0.023499746,20070601
CMCSA,0.024616413,20070601
DISH,0.023779009,20070601
DJ,0.024261692,20070601
DTV.2,0.024051697,20070601
EXPE,0.025291796,20070601
GHC,0.024328777,20070601
HRB,0.023826007,20070601
IGT.1,0.023591687,20070601
MCD,0.023671886,20070601
MDP,0.02404097,20070601
MGM,0.023978462,20070601
NFLX,0.024413311,20070601
NYT,0.024374142,20070601
PCLN,0.023860217,20070601
RCL,0.023497387,20070601
SCI,0.023389165,20070601
TGNA,0.023752817,20070601
TWC,0.024255019,20070601
TWX,0.023733484,20070601
VIAB,0.023388394,20070601
WYNN,0.023620975,20070601
YUM,0.023437958,20070601
COST,0.037304451,20070601
EL,0.040346051,20070601
HRL,0.030261615,20070601
KR,0.035794845,20070601
LDG,0.044323826,20070601
SYY,0.033064717,20070601
WBA,0.052493752,20070601
WFM,0.035285452,20070601
WINN,0.034770346,20070601
WMT,0.042263081,20070601
ABI.3,0.070051134,20070601
AET,0.062374349,20070601
CEPH,0.07016118,20070601
EVHC,0.085172526,20070601
FRX,0.127647619,20070601
HLS,0.127816466,20070601
HMA,0.145904969,20070601
ILMN,0.094435356,20070601
INCY,0.144060319,20070601
LLY,0.072158702,20070601
PDCO,0.067202648,20070601
SGP,0.068924333,20070601
THC,0.107551521,20070601
TMO,0.063770449,20070601
VAR,0.08654476,20070601
VRTX,0.205153917,20070601
BSC.1,0.046753364,20070601
C,0.036623393,20070601
CBH.1,0.035657323,20070601
CNO,0.036845601,20070601
FHN,0.035138256,20070601
FII,0.036642314,20070601
GS,0.044382493,20070601
HIG,0.037672156,20070601
LEHMQ,0.046267778,20070601
LNC,0.035448169,20070601
MET,0.035868933,20070601
MS,0.047979639,20070601
NAVI,0.044876393,20070601
PFG,0.037296582,20070601
PRU,0.03876777,20070601
WLTW,0.035766059,20070601
AAPL,0.037728166,20070601
ADP,0.040574366,20070601
ADS,0.038656633,20070601
ANSS,0.03814741,20070601
BVSN,0.040790031,20070601
CA,0.037061107,20070601
CTSH,0.036443476,20070601
EBAY,0.03759602,20070601
GOOGL,0.054912426,20070601
IT,0.037257995,20070601
LLTC,0.039461377,20070601
LRCX,0.036016869,20070601
MA,0.047122335,20070601
MSFT,0.037681351,20070601
ORCL,0.040180527,20070601
PAYX,0.042511476,20070601
QCOM,0.03655013,20070601
SUNEQ,0.045300856,20070601
TSS,0.036004225,20070601
EQ,0.032964619,20070601
WIN,0.02689399,20070601
AEP,0.013943834,20070601
CMS,0.022100576,20070601
DUK,0.025149579,20070601
EIX,0.023351138,20070601
ES,0.03716431,20070601
ETR,0.038667512,20070601
TE,0.019188864,20070601
AVB,0.058760867,20070601
CBG,0.135234661,20070601
DRE,0.060962716,20070601
EQIX,0.054143875,20070601
MAA,0.049488748,20070601
SBAC,0.112495698,20070601
VNO,0.050387455,20070601
APA,0.067673524,20070904
APC,0.047949264,20070904
COP,0.055088682,20070904
DVN,0.050955741,20070904
ESV,0.044193861,20070904
NC,0.049339736,20070904
NE,0.0482075,20070904
NFX,0.053903404,20070904
RDC,0.048104459,20070904
XEC,0.073124298,20070904
AKS,0.048146731,20070904
ATI,0.057236084,20070904
CF,0.05006485,20070904
GRA,0.043417106,20070904
MON,0.037584054,20070904
NEU,0.053702825,20070904
OI,0.04059582,20070904
SHW,0.057235536,20070904
WOR,0.043845057,20070904
ALK,0.049657506,20070904
BCO,0.034754151,20070904
CNW,0.036326196,20070904
CSX,0.036323044,20070904
DAL,0.069847473,20070904
DOV,0.071626997,20070904
EME,0.048803278,20070904
FDX,0.041685724,20070904
IR,0.044357323,20070904
LMT,0.034257909,20070904
LUV,0.042202173,20070904
NOC,0.03830567,20070904
NSC,0.036411113,20070904
RHI,0.046254449,20070904
RTN,0.049481301,20070904
TKR,0.036912508,20070904
TXT,0.038842926,20070904
UAL,0.044009477,20070904
YRCW,0.045949386,20070904
AAP,0.046474409,20070904
BBBY,0.066928756,20070904
BBY,0.056712795,20070904
BIG,0.049838381,20070904
CCTYQ,0.124026524,20070904
CHRS.1,0.090589425,20070904
CTX.2,0.053278826,20070904
DDS,0.084266858,20070904
DISH,0.137164244,20070904
DTV.2,0.04859815,20070904
FBNIQ,0.079026147,20070904
FDO,0.084958897,20070904
GHC,0.041159971,20070904
GPS,0.067119032,20070904
HDLM,0.238075754,20070904
JCP,0.047803548,20070904
LEN,0.04598819,20070904
OMC,0.099869713,20070904
ROST,0.060547398,20070904
SBUX,0.051798913,20070904
SHLD,0.049632973,20070904
SPLS,0.065842265,20070904
TJX,0.053610753,20070904
TWX,0.042829186,20070904
ADM,0.043139494,20070904
CCE,0.037989369,20070904
CVS,0.038788781,20070904
DF,0.044125968,20070904
EL,0.057806116,20070904
GAPTQ,0.038030803,20070904
LDG,0.038177001,20070904
MNST,0.039262415,20070904
PBG,0.045562462,20070904
SYY,0.046348461,20070904
AET,0.0729041,20070904
COO,0.077748724,20070904
DVA,0.066622531,20070904
ESRX,0.092651539,20070904
FRX,0.062458168,20070904
GILD,0.07025584,20070904
HMA,0.135336186,20070904
HUM,0.140972138,20070904
INCY,0.201916956,20070904
JNJ,0.072673506,20070904
RMD,0.061238278,20070904
SGP,0.07383942,20070904
TMO,0.062118479,20070904
UHS,0.059806075,20070904
VAR,0.082416114,20070904
VRTX,0.156716334,20070904
ACAS,0.039901864,20070904
BSC.1,0.047850121,20070904
C,0.037605891,20070904
CBH.1,0.035682797,20070904
CFC.3,0.036127022,20070904
FII,0.038708832,20070904
FMCC,0.055027638,20070904
GS,0.043776989,20070904
HIG,0.038039487,20070904
LEHMQ,0.046706894,20070904
LNC,0.036201049,20070904
MCO,0.054794512,20070904
MET,0.036578646,20070904
MS,0.047376799,20070904
NAVI,0.046029684,20070904
PFG,0.038241941,20070904
PRU,0.039113142,20070904
AAPL,0.033250869,20070904
ACN,0.032073577,20070904
ADBE,0.033363557,20070904
ADS,0.033138814,20070904
ADSK,0.033745899,20070904
ANSS,0.036336371,20070904
BVSN,0.043554294,20070904
CA,0.032781316,20070904
EBAY,0.033827975,20070904
FISV,0.032559103,20070904
GOOGL,0.047443715,20070904
IBM,0.032255076,20070904
INTU,0.049792647,20070904
MA,0.041317642,20070904
MSFT,0.033025336,20070904
ORCL,0.040751787,20070904
PAYX,0.038932852,20070904
QCOM,0.032136921,20070904
SUNEQ,0.04282191,20070904
TSS,0.032049093,20070904
PCS,0.020068355,20070904
WIN,0.011250321,20070904
ES,0.042626211,20070904
ETR,0.035578764,20070904
FE,0.025885507,20070904
NI,0.053464483,20070904
NRG,0.037968377,20070904
POM,0.02939826,20070904
XEL,0.039512501,20070904
AMT,0.065968315,20070904
ARE,0.071854368,20070904
AVB,0.063661423,20070904
ESS,0.081885752,20070904
MAA,0.06793546,20070904
MAC,0.080337007,20070904
SBAC,0.063814427,20070904
APA,0.063265546,20071203
CVX,0.046525097,20071203
ESV,0.049162463,20071203
HP,0.047204014,20071203
NBR,0.046580004,20071203
NC,0.047417511,20071203
NFX,0.054821004,20071203
NOV,0.052365593,20071203
RDC,0.055909223,20071203
XEC,0.07444136,20071203
APD,0.021157587,20071203
ASH,0.023745811,20071203
ATI,0.021157587,20071203
CF,0.031854326,20071203
GRA,0.023745811,20071203
MLM,0.021157587,20071203
NUE,0.021157587,20071203
SHW,0.031854326,20071203
VMC,0.021157587,20071203
X,0.021157587,20071203
ALK,0.073523451,20071203
AW,0.042314182,20071203
CNW,0.041766869,20071203
DAL,0.054634706,20071203
EME,0.040787682,20071203
FDX,0.042756887,20071203
GWW,0.045929544,20071203
JCI,0.042866746,20071203
LUV,0.041315057,20071203
NOC,0.043377997,20071203
NSC,0.041644477,20071203
PCAR,0.043153678,20071203
PH,0.051114365,20071203
RHI,0.060056225,20071203
TEX,0.041288988,20071203
UAL,0.052273385,20071203
UNP,0.040945335,20071203
URI,0.063939929,20071203
YRCW,0.049454104,20071203
ATGE,0.024015933,20071203
CBS,0.023092813,20071203
CCL,0.023467222,20071203
CMCSA,0.024417952,20071203
DISH,0.023452352,20071203
DTV.2,0.023735022,20071203
EXPE,0.024969152,20071203
GHC,0.02400196,20071203
HAS,0.023166123,20071203
HOG,0.023049272,20071203
IGT.1,0.023441467,20071203
MCD,0.023417949,20071203
MDP,0.023721623,20071203
MGM,0.023598441,20071203
NFLX,0.024013676,20071203
NYT,0.024083137,20071203
PCLN,0.023666844,20071203
RCL,0.023381266,20071203
TGNA,0.023462754,20071203
TWC,0.024017238,20071203
TWX,0.023406831,20071203
VIAB,0.023210672,20071203
WYNN,0.023233558,20071203
YUM,0.023141551,20071203
ACV.1,0.044024842,20071203
ADM,0.041769726,20071203
COST,0.050610125,20071203
EL,0.040720414,20071203
HSH,0.0336754,20071203
LDG,0.038831942,20071203
MNST,0.058470414,20071203
PBG,0.036724062,20071203
SYY,0.045250909,20071203
WBA,0.033309966,20071203
ABC,0.068497322,20071203
AET,0.038808082,20071203
ALXN,0.098033194,20071203
BSX,0.042117656,20071203
CEPH,0.040224189,20071203
DVA,0.042689136,20071203
HLS,0.050528246,20071203
HMA,0.042689136,20071203
INCY,0.076989244,20071203
KG,0.042117656,20071203
MCK,0.038808082,20071203
REGN,0.094923701,20071203
THC,0.047572189,20071203
UHS,0.042117656,20071203
VAR,0.045798629,20071203
VRTX,0.087873732,20071203
BSC.1,0.040415653,20071203
CBH.1,0.044088281,20071203
FII,0.04203026,20071203
FMCC,0.051755103,20071203
GS,0.043490838,20071203
HIG,0.041917846,20071203
LEHMQ,0.042400896,20071203
MMC,0.043707309,20071203
MS,0.047555263,20071203
NAVI,0.04296129,20071203
NCC,0.047217969,20071203
NDAQ,0.050757121,20071203
PFG,0.041314102,20071203
PRU,0.042615044,20071203
SCHW,0.04083165,20071203
SPGI,0.044626511,20071203
TROW,0.040437089,20071203
AAPL,0.036608443,20071203
ACN,0.037233775,20071203
ADBE,0.038735902,20071203
ADP,0.037160873,20071203
ADS,0.039298584,20071203
ADSK,0.037617713,20071203
ANSS,0.039713538,20071203
BVSN,0.044044574,20071203
CTSH,0.03687309,20071203
FISV,0.038108973,20071203
GOOGL,0.049426578,20071203
GPN,0.036430924,20071203
IBM,0.038118072,20071203
MA,0.050299518,20071203
MSFT,0.041927062,20071203
MWW,0.03647495,20071203
ORCL,0.038511123,20071203
PAYX,0.045732723,20071203
SUNEQ,0.046066938,20071203
TSS,0.036709694,20071203
UIS,0.128246473,20071203
PCS,0.031976528,20071203
Q.2,0.160509699,20071203
CMS,0.083556099,20071203
DUK,0.026187787,20071203
ES,0.040517061,20071203
ETR,0.041248596,20071203
NRG,0.03193619,20071203
SCG,0.031711013,20071203
WEC,0.030444611,20071203
AIV,0.05331675,20071203
AVB,0.05615878,20071203
DRE,0.048261324,20071203
EQR,0.078142521,20071203
HCP,0.089931736,20071203
SLG,0.049162037,20071203
UDR,0.074619644,20071203
ANDV,0.059434849,20080303
CHK,0.04238316,20080303
HES,0.04015659,20080303
MRO,0.043086127,20080303
MUR,0.040811814,20080303
NBR,0.043438532,20080303
SUN.1,0.064290948,20080303
SXCL,0.059006941,20080303
VLO,0.043184852,20080303
XEC,0.057178253,20080303
AKS,0.025566422,20080303
CCK,0.036134994,20080303
CF,0.038736,20080303
DWDP,0.016693425,20080303
EMN,0.016693425,20080303
GRA,0.025719642,20080303
MOS,0.026146757,20080303
NUE,0.016693425,20080303
PKG,0.016693425,20080303
PTV,0.016693425,20080303
SEE,0.016693425,20080303
WOR,0.018553492,20080303
WRK,0.016693425,20080303
X,0.018553492,20080303
AW,0.052548774,20080303
BCO,0.049937416,20080303
CMI,0.047063654,20080303
DOV,0.039138849,20080303
EME,0.052352164,20080303
FDX,0.045863925,20080303
FLR,0.03986714,20080303
FWLT,0.04077536,20080303
GWW,0.045251859,20080303
IR,0.121235486,20080303
ITT,0.038784485,20080303
KSU,0.053222105,20080303
LMT,0.039525068,20080303
NOC,0.0397593,20080303
NSC,0.04617399,20080303
PCAR,0.045240326,20080303
RHI,0.062992436,20080303
URI,0.059396388,20080303
YRCW,0.048565359,20080303
CMCSA,0.025096645,20080303
CTX.2,0.030877401,20080303
DISCA,0.025734496,20080303
DISH,0.026546025,20080303
DTV.2,0.024760372,20080303
EXPE,0.024287544,20080303
F,0.02417638,20080303
FLTWQ,0.024713437,20080303
HAS,0.024220746,20080303
HBI,0.025842727,20080303
IGT.1,0.025560463,20080303
KBH,0.038894693,20080303
LEN,0.030360381,20080303
MAT,0.024882574,20080303
MCD,0.024129865,20080303
NYT,0.024449302,20080303
RCL,0.024425832,20080303
TEN,0.026163532,20080303
TWC,0.024199023,20080303
TWX,0.024078354,20080303
VIAB,0.02441777,20080303
WEN.2,0.024079984,20080303
WYNN,0.026186293,20080303
YUM,0.026612662,20080303
ACV.1,0.036747158,20080303
ADM,0.045927768,20080303
AVP,0.042269353,20080303
EL,0.062799684,20080303
GAPTQ,0.050667746,20080303
HSH,0.040986888,20080303
SWY,0.039796853,20080303
SYY,0.042726198,20080303
WFM,0.039167471,20080303
WINN,0.040103116,20080303
ABC,0.047811162,20080303
AET,0.051050893,20080303
ANTM,0.056041577,20080303
CAH,0.047984534,20080303
CVH,0.04858473,20080303
DGX,0.049584639,20080303
DHR,0.046330623,20080303
HLS,0.047720983,20080303
HUM,0.053175144,20080303
INCY,0.050821339,20080303
MCK,0.047743451,20080303
MHS,0.047661127,20080303
MTD,0.046014594,20080303
UHS,0.046275219,20080303
UNH,0.048099693,20080303
VRTX,0.059768399,20080303
AMG,0.031840013,20080303
AMP,0.033140961,20080303
CB,0.03141833,20080303
CB.1,0.031586106,20080303
GS,0.043038634,20080303
HIG,0.034679854,20080303
LEHMQ,0.039493847,20080303
MET,0.034578666,20080303
MI.1,0.046647816,20080303
PNC,0.034980525,20080303
PRU,0.035222968,20080303
RF,0.032976795,20080303
RJF,0.032828996,20080303
SCHW,0.033872613,20080303
STT,0.037114698,20080303
TRV,0.031790872,20080303
USB,0.041919218,20080303
WLTW,0.033135779,20080303
AAPL,0.036212667,20080303
ACN,0.03288714,20080303
ADBE,0.035645534,20080303
ADP,0.032670458,20080303
ADS,0.032839712,20080303
ANSS,0.037197794,20080303
BVSN,0.034170966,20080303
CA,0.036189811,20080303
EBAY,0.035436845,20080303
FISV,0.034680506,20080303
FSLR,0.03508815,20080303
GOOGL,0.042162018,20080303
IBM,0.038102078,20080303
IT,0.079711994,20080303
LLTC,0.037665325,20080303
MA,0.03722,20080303
MSFT,0.038969533,20080303
MWW,0.032939951,20080303
ORCL,0.038609972,20080303
PAYX,0.041234908,20080303
SUNEQ,0.050046227,20080303
EQ,0.064902514,20080303
Q.2,0.064902514,20080303
WIN,0.064902514,20080303
AEE,0.017739301,20080303
CMS,0.028703101,20080303
CPN,0.035439236,20080303
DUK,0.016781081,20080303
ETR,0.021497006,20080303
LNT,0.031759777,20080303
NRG,0.027617228,20080303
EQR,0.037494528,20080303
ESS,0.054613883,20080303
FRT,0.075801606,20080303
HCN,0.039488947,20080303
O,0.043348857,20080303
SLG,0.050122309,20080303
UDR,0.068538635,20080303
APA,0.0647103,20080602
COP,0.049620686,20080602
CVX,0.049182389,20080602
NC,0.195107927,20080602
NFX,0.073749577,20080602
OKE,0.064325488,20080602
SUN.1,0.052259209,20080602
SXCL,0.065844717,20080602
VLO,0.048664598,20080602
WLB,0.063023842,20080602
XEC,0.062922759,20080602
ARG,0.018387308,20080602
ASH,0.026415728,20080602
CF,0.029168073,20080602
DD,0.021651811,20080602
DWDP,0.018387308,20080602
EMN,0.026267916,20080602
FCX,0.023213128,20080602
FMC,0.021651811,20080602
GRA,0.053941669,20080602
NEM,0.018387308,20080602
NUE,0.026267916,20080602
PKG,0.018387308,20080602
WRK,0.018387308,20080602
BCO,0.046315217,20080602
BGG,0.046287106,20080602
CR,0.035559051,20080602
CTAS,0.035558313,20080602
EME,0.049632296,20080602
FDX,0.043833736,20080602
FLR,0.038349614,20080602
GWW,0.046869385,20080602
JEC,0.038340841,20080602
LMT,0.038518028,20080602
NOC,0.038963102,20080602
PCP,0.035220805,20080602
PH,0.037875793,20080602
RHI,0.065217426,20080602
RTN,0.035536963,20080602
TKR,0.038994812,20080602
UNP,0.055980574,20080602
YRCW,0.036030192,20080602
BC,0.102442982,20080602
CAL,0.057732948,20080602
CCTYQ,0.144925656,20080602
CHRS.1,0.091401138,20080602
CMG,0.077166406,20080602
CTB,0.069438557,20080602
DAN,0.064675987,20080602
GCO,0.054578495,20080602
HBI,0.052911216,20080602
HD,0.071487396,20080602
HTMXQ,0.073313598,20080602
KATE,0.059380646,20080602
LUB,0.055399568,20080602
MGM,0.05904088,20080602
NKE,0.05705896,20080602
ODP,0.062952137,20080602
ORLY,0.075726637,20080602
PVH,0.059093328,20080602
RCL,0.052827211,20080602
RSHCQ,0.093212771,20080602
SHLD,0.084302845,20080602
SKY,0.053057101,20080602
WEN.2,0.065741216,20080602
WYN,0.057554484,20080602
ACV.1,0.038749952,20080602
ADM,0.044869725,20080602
COST,0.041280748,20080602
EL,0.039924766,20080602
HRL,0.033999271,20080602
HSH,0.03443276,20080602
LDG,0.048812483,20080602
STZ,0.141274764,20080602
SYY,0.043957511,20080602
WBA,0.047279143,20080602
WMT,0.037498793,20080602
ABC,0.049024599,20080602
AET,0.050830342,20080602
ANTM,0.052744993,20080602
CAH,0.048303772,20080602
CEPH,0.045013751,20080602
CVH,0.046494468,20080602
DGX,0.046699299,20080602
DHR,0.045276962,20080602
DVA,0.045165295,20080602
HMA,0.047744826,20080602
HUM,0.047032996,20080602
INCY,0.095184004,20080602
MCK,0.050184083,20080602
THC,0.083830787,20080602
UHS,0.048961308,20080602
UNH,0.048339639,20080602
AIZ,0.030411826,20080602
AXP,0.032585138,20080602
BBT,0.029769599,20080602
CB.1,0.031581926,20080602
CNO,0.032054203,20080602
FII,0.031093157,20080602
FITB,0.029868107,20080602
GS,0.030017784,20080602
MS,0.031774112,20080602
NTRS,0.033379871,20080602
PGR,0.029756037,20080602
SAF,0.030333415,20080602
TRV,0.030581373,20080602
WFC,0.030081098,20080602
WLTW,0.038298445,20080602
XL,0.029857602,20080602
ADBE,0.040127523,20080602
ADP,0.037943459,20080602
ADS,0.036719032,20080602
ADSK,0.035305761,20080602
AKAM,0.037491566,20080602
ANSS,0.040324466,20080602
BMC,0.036469113,20080602
BVSN,0.036106618,20080602
EBAY,0.03523457,20080602
FISV,0.038156715,20080602
GOOGL,0.048919089,20080602
INTU,0.03693994,20080602
LLTC,0.040154766,20080602
MA,0.053536761,20080602
MSFT,0.038579221,20080602
ORCL,0.041570334,20080602
PAYX,0.042739449,20080602
SUNEQ,0.046190113,20080602
TSS,0.036059315,20080602
V,0.044138566,20080602
EQ,0.016258467,20080602
WIN,0.013259003,20080602
AES,0.022209968,20080602
CMS,0.036699961,20080602
DUK,0.018427327,20080602
ETR,0.023215394,20080602
LNT,0.03255372,20080602
NRG,0.018048352,20080602
SO,0.019290126,20080602
AIV,0.039946012,20080602
EQR,0.0406671,20080602
HST,0.038774265,20080602
MAC,0.047126346,20080602
PSA,0.040249725,20080602
SLG,0.046255241,20080602
UDR,0.328115925,20080602
APA,0.068154146,20080902
CHK,0.532384634,20080902
COG,0.047354407,20080902
CXO,0.077336835,20080902
MEE,0.045404081,20080902
NFX,0.092588449,20080902
NOV,0.053016033,20080902
RDC,0.050988755,20080902
WLB,0.05294939,20080902
WMB,0.050564937,20080902
XEC,0.060826845,20080902
CCK,0.065354854,20080902
CF,0.107408708,20080902
DWDP,0.04813298,20080902
FCX,0.040958743,20080902
LPX,0.064351226,20080902
MOS,0.038297412,20080902
NUE,0.059862157,20080902
SEE,0.079869189,20080902
X,0.056263242,20080902
ALK,0.075380079,20080902
AYI,0.04648683,20080902
CMI,0.044018626,20080902
COL,0.047800673,20080902
CR,0.046047419,20080902
EME,0.050747005,20080902
FDX,0.048411026,20080902
FLR,0.055442061,20080902
FWLT,0.051341028,20080902
ITT,0.046039727,20080902
ITW,0.105267788,20080902
JEC,0.048847875,20080902
MTW,0.058586435,20080902
NOC,0.049394511,20080902
PCP,0.048749234,20080902
RHI,0.065823223,20080902
SPXC,0.054745878,20080902
TEX,0.043021067,20080902
YRCW,0.044084567,20080902
AAP,0.082576631,20080902
AN,0.058109968,20080902
BBY,0.062280944,20080902
CAL,0.068838112,20080902
CCTYQ,0.221366776,20080902
CTB,0.092678136,20080902
DAN,0.084137953,20080902
DDS,0.140855595,20080902
FL,0.068467149,20080902
FOSL,0.06254664,20080902
GCO,0.124722244,20080902
GPS,0.064106562,20080902
HBI,0.086806994,20080902
HTMXQ,0.068856126,20080902
KATE,0.075777614,20080902
M,0.094661478,20080902
MAT,0.061521705,20080902
MGM,0.08518457,20080902
NFLX,0.073572178,20080902
NYT,0.058194408,20080902
OMC,0.084278998,20080902
RCL,0.071532012,20080902
TGNA,0.077866955,20080902
TGT,0.061206142,20080902
WYNN,0.088342426,20080902
ACV.1,0.04275687,20080902
ADM,0.042504033,20080902
AVP,0.036884854,20080902
COST,0.035851373,20080902
EL,0.050871232,20080902
LO,0.041867968,20080902
MNST,0.075090458,20080902
PBG,0.041781547,20080902
SYY,0.049436656,20080902
WBA,0.03824928,20080902
ABC,0.054724383,20080902
AET,0.052292059,20080902
ANTM,0.05937006,20080902
CAH,0.050107404,20080902
CEPH,0.044393263,20080902
CVH,0.044355699,20080902
DGX,0.04496928,20080902
DHR,0.049920281,20080902
DVA,0.047435996,20080902
HUM,0.054654294,20080902
INCY,0.216706203,20080902
LH,0.044856949,20080902
MCK,0.050903621,20080902
MTD,0.048726112,20080902
UHS,0.051911004,20080902
AFL,0.027067081,20080902
AIZ,0.027353135,20080902
AON,0.042294066,20080902
BRK.B,0.027087405,20080902
CB,0.028268237,20080902
DFS,0.026892323,20080902
FII,0.028812351,20080902
FMCC,0.112147015,20080902
GS,0.028198816,20080902
L,0.058514461,20080902
MBI,0.076439774,20080902
NAVI,0.030669349,20080902
SPGI,0.030671314,20080902
TMK,0.027099813,20080902
TRV,0.027082143,20080902
XL,0.026831584,20080902
AAPL,0.031449032,20080902
ACN,0.032121908,20080902
ADBE,0.0362825,20080902
ADS,0.034132901,20080902
ADSK,0.032340079,20080902
AKAM,0.031830594,20080902
ANSS,0.039019367,20080902
CA,0.036579559,20080902
EBAY,0.032752619,20080902
FISV,0.03227129,20080902
GOOGL,0.042119858,20080902
GPN,0.031177464,20080902
INTU,0.052394153,20080902
LLTC,0.033025061,20080902
MSFT,0.034039182,20080902
ORCL,0.043347923,20080902
PAYX,0.038800466,20080902
SUNEQ,0.043760942,20080902
TSS,0.032976557,20080902
V,0.04152821,20080902
VRSN,0.039599131,20080902
